norm_name,CODEISO3,ambiguité,dep_code
saint marcel aude,FRA,1,11
saint marcel bel accueil,FRA,1,38
saint marcel campes,FRA,1,81
saint marcel careiret,FRA,1,30
saint marcel eclaire,FRA,1,69
saint marcel felines,FRA,1,42
saint marcel marcillat,FRA,1,03
saint marcel murat,FRA,1,03
saint marcel paulel,FRA,1,31
saint marcel perigord,FRA,1,24
saint marcel sauzet,FRA,1,26
saint marcel urfe,FRA,1,42
saint marcel valence,FRA,1,26
saint marcelin cray,FRA,1,71
saint marcellin,FRA,1,38
saint marcellin forez,FRA,1,42
saint marcellin vaison,FRA,1,84
saint marcet,FRA,1,31
saint marcory,FRA,1,24
saint mard auve,FRA,1,51
saint mard mont,FRA,1,51
saint mard reno,FRA,1,61
saint mard rouffy,FRA,1,51
saint mard vaux,FRA,1,71
saint mards,FRA,1,76
saint mards blacarville,FRA,1,27
saint mards fresne,FRA,1,27
saint mards othe,FRA,1,10
saint marien,FRA,1,23
saint mariens,FRA,1,33
saint mars brie,FRA,1,77
saint mars briere,FRA,1,72
saint mars colmont,FRA,1,53
saint mars coutais,FRA,1,44
saint mars egrenne,FRA,1,61
saint mars futaie,FRA,1,53
saint mars jaille,FRA,1,44
saint mars locquenay,FRA,1,72
saint mars outille,FRA,1,72
saint mars reorthe,FRA,1,85
saint mars vieux maisons,FRA,1,77
saint marsal,FRA,1,66
saint martial albarede,FRA,1,24
saint martial artenset,FRA,1,24
saint martial entraygues,FRA,1,19
saint martial gimel,FRA,1,19
saint martial isop,FRA,1,87
saint martial mirambeau,FRA,1,17
saint martial mont,FRA,1,23
saint martial nabirat,FRA,1,24
saint martial saint aubin nabirat,FRA,1,24
saint martial valette,FRA,1,24
saint martial vieux,FRA,1,23
saint martial vitaterne,FRA,1,17
saint martial viveyrol,FRA,1,24
saint martin abbat,FRA,1,45
saint martin ablois,FRA,1,51
saint martin aiguillon,FRA,1,61
saint martin aout,FRA,1,26
saint martin arberoue,FRA,1,64
saint martin arbres,FRA,1,76
saint martin arc,FRA,1,73
saint martin arcon,FRA,1,34
saint martin ardeche,FRA,1,07
saint martin armagnac,FRA,1,32
saint martin armancon,FRA,1,89
saint martin arrossa,FRA,1,64
saint martin ars,FRA,1,86
saint martin ary,FRA,1,17
saint martin aspres,FRA,1,61
saint martin astier,FRA,1,24
saint martin aubigny,FRA,1,50
saint martin audouville,FRA,1,50
saint martin auxigny,FRA,1,18
saint martin auxy,FRA,1,71
saint martin bavel,FRA,1,01
saint martin beau,FRA,1,37
saint martin beauville,FRA,1,47
saint martin bec,FRA,1,76
saint martin belle roche,FRA,1,71
saint martin belleville,FRA,1,73
saint martin bellevue,FRA,1,74
saint martin bernegoue,FRA,1,79
saint martin bienfaite,FRA,1,14
saint martin bienfaite cressonniere,FRA,1,14
saint martin biere,FRA,1,77
saint martin blagny,FRA,1,14
saint martin bonfosse,FRA,1,50
saint martin bosc,FRA,1,76
saint martin boscherville,FRA,1,76
saint martin boschet,FRA,1,77
saint martin bossenay,FRA,1,10
saint martin boubaux,FRA,1,48
saint martin bouillant,FRA,1,50
saint martin boulogne,FRA,1,62
saint martin brasque,FRA,1,84
saint martin brem,FRA,1,85
saint martin bresse,FRA,1,71
saint martin brethencourt,FRA,1,78
saint martin bromes,FRA,1,04
saint martin buneaux,FRA,1,76
saint martin cantales,FRA,1,15
saint martin caralp,FRA,1,09
saint martin castillon,FRA,1,84
saint martin cenilly,FRA,1,50
saint martin chambre,FRA,1,73
saint martin chartrains,FRA,1,14
saint martin chateau,FRA,1,23
saint martin chatel,FRA,1,01
saint martin chaulieu,FRA,1,50
saint martin choquel,FRA,1,62
saint martin clelles,FRA,1,38
saint martin clocher,FRA,1,16
saint martin cluze,FRA,1,38
saint martin cojeul,FRA,1,62
saint martin colonel,FRA,1,26
saint martin combes,FRA,1,24
saint martin commune,FRA,1,71
saint martin connee,FRA,1,53
saint martin coux,FRA,1,17
saint martin crau,FRA,1,13
saint martin curton,FRA,1,47
saint martin eaux,FRA,1,04
saint martin ecaillon,FRA,1,59
saint martin ecublei,FRA,1,61
saint martin entraunes,FRA,1,06
saint martin entrees,FRA,1,14
saint martin estreaux,FRA,1,42
saint martin fenouillet,FRA,1,66
saint martin fontaines,FRA,1,85
saint martin fontenay,FRA,1,14
saint martin fraigneau,FRA,1,85
saint martin frene,FRA,1,01
saint martin fresnay,FRA,1,14
saint martin fressengeas,FRA,1,24
saint martin fugeres,FRA,1,43
saint martin gaillard,FRA,1,76
saint martin garenne,FRA,1,78
saint martin gatinois,FRA,1,71
saint martin gimois,FRA,1,32
saint martin goyne,FRA,1,32
saint martin greard,FRA,1,50
saint martin gurcon,FRA,1,24
saint martin gurson,FRA,1,24
saint martin hardinghem,FRA,1,62
saint martin haut,FRA,1,69
saint martin heres,FRA,1,38
saint martin heuille,FRA,1,58
saint martin heureux,FRA,1,51
saint martin hinx,FRA,1,40
saint martin hortier,FRA,1,76
saint martin if,FRA,1,76
saint martin juillers,FRA,1,17
saint martin jussac,FRA,1,87
saint martin labouval,FRA,1,46
saint martin lac,FRA,1,71
saint martin lacaussade,FRA,1,33
saint martin laert,FRA,1,62
saint martin laguepie,FRA,1,81
saint martin lais,FRA,1,03
saint martin lalande,FRA,1,11
saint martin landes,FRA,1,61
saint martin langres,FRA,1,52
saint martin lansuscle,FRA,1,48
saint martin lars sainte hermine,FRA,1,85
saint martin lavezon,FRA,1,07
saint martin laye,FRA,1,33
saint martin lenne,FRA,1,12
saint martin lerm,FRA,1,33
saint martin lestra,FRA,1,42
saint martin lez tatinghem,FRA,1,62
saint martin lieue,FRA,1,14
saint martin limet,FRA,1,53
saint martin lixy,FRA,1,71
saint martin londres,FRA,1,34
saint martin longueau,FRA,1,60
saint martin lys,FRA,1,11
saint martin macon,FRA,1,79
saint martin mailloc,FRA,1,14
saint martin manoir,FRA,1,76
saint martin mault,FRA,1,87
saint martin meanne,FRA,1,19
saint martin melle,FRA,1,79
saint martin mer,FRA,1,21
saint martin mieux,FRA,1,14
saint martin montaigu,FRA,1,71
saint martin monts,FRA,1,72
saint martin nigelles,FRA,1,28
saint martin noeud,FRA,1,60
saint martin nohain,FRA,1,58
saint martin noyers,FRA,1,85
saint martin ocre,FRA,1,45
saint martin ollieres,FRA,1,63
saint martin olmes,FRA,1,63
saint martin oney,FRA,1,40
saint martin ordon,FRA,1,89
saint martin osmonville,FRA,1,76
saint martin oust,FRA,1,56
saint martin oydes,FRA,1,09
saint martin pallieres,FRA,1,83
saint martin patrouille,FRA,1,71
saint martin petit,FRA,1,47
saint martin pezerits,FRA,1,61
saint martin pin,FRA,1,24
saint martin place,FRA,1,49
saint martin plaine,FRA,1,42
saint martin plains,FRA,1,63
saint martin porte,FRA,1,73
saint martin pre,FRA,1,51
saint martin pres,FRA,1,22
saint martin puits,FRA,1,11
saint martin queyrieres,FRA,1,05
saint martin re,FRA,1,17
saint martin redon,FRA,1,46
saint martin riberac,FRA,1,24
saint martin saint firmin,FRA,1,27
saint martin saint maixent,FRA,1,79
saint martin sainte catherine,FRA,1,23
saint martin salencey,FRA,1,71
saint martin sanzay,FRA,1,79
saint martin sauvete,FRA,1,42
saint martin seignanx,FRA,1,40
saint martin sepert,FRA,1,19
saint martin sescas,FRA,1,33
saint martin seyne,FRA,1,04
saint martin superieur,FRA,1,07
saint martin tartre,FRA,1,71
saint martin terressus,FRA,1,87
saint martin tilleul,FRA,1,27
saint martin tilleuls,FRA,1,85
saint martin uriage,FRA,1,38
saint martin valamas,FRA,1,07
saint martin valgalgues,FRA,1,30
saint martin valmeroux,FRA,1,15
saint martin var,FRA,1,06
saint martin varreville,FRA,1,50
saint martin vaulserre,FRA,1,38
saint martin vercors,FRA,1,26
saint martin vesubie,FRA,1,06
saint martin vieil,FRA,1,11
saint martin vieux,FRA,1,87
saint martin vieux belleme,FRA,1,61
saint martin vigouroux,FRA,1,15
saint martin villereal,FRA,1,47
saint martin villereglan,FRA,1,11
saint martin vinoux,FRA,1,38
saint martin vivier,FRA,1,76
saint martinien,FRA,1,03
saint martory,FRA,1,31
saint mary,FRA,1,16
saint mary plain,FRA,1,15
saint masmes,FRA,1,51
saint mathieu,FRA,1,87
saint mathieu treviers,FRA,1,34
saint mathurin loire,FRA,1,49
saint matre,FRA,1,46
saint maudan,FRA,1,22
saint maudez,FRA,1,22
saint maugan,FRA,1,35
saint maulvis,FRA,1,80
saint maur bois,FRA,1,50
saint maur fosses,FRA,1,94
saint maur loir,FRA,1,28
saint maurice adour,FRA,1,40
saint maurice ardeche,FRA,1,07
saint maurice aveyron,FRA,1,45
saint maurice beynost,FRA,1,01
saint maurice brousses,FRA,1,87
saint maurice cazevieille,FRA,1,30
saint maurice chalencon,FRA,1,07
saint maurice champs,FRA,1,71
saint maurice charencey,FRA,1,61
saint maurice chateauneuf,FRA,1,71
saint maurice clouere,FRA,1,86
saint maurice colombier,FRA,1,25
saint maurice cotentin,FRA,1,50
saint maurice cotes,FRA,1,55
saint maurice couches,FRA,1,71
saint maurice crillat,FRA,1,39
saint maurice dargoire,FRA,1,69
saint maurice echelotte,FRA,1,25
saint maurice etelan,FRA,1,76
saint maurice etusson,FRA,1,79
saint maurice exil,FRA,1,38
saint maurice eygues,FRA,1,26
saint maurice fessard,FRA,1,45
saint maurice forges,FRA,1,54
saint maurice fougereuse,FRA,1,79
saint maurice girard,FRA,1,85
saint maurice gourdans,FRA,1,01
saint maurice gourgois,FRA,1,42
saint maurice ibie,FRA,1,07
saint maurice lestapel,FRA,1,47
saint maurice lignon,FRA,1,43
saint maurice lions,FRA,1,16
saint maurice montagne,FRA,1,39
saint maurice montcouronne,FRA,1,91
saint maurice mortagne,FRA,1,88
saint maurice moselle,FRA,1,88
saint maurice navacelles,FRA,1,34
saint maurice noues,FRA,1,85
saint maurice pres crocq,FRA,1,23
saint maurice pres pionsat,FRA,1,63
saint maurice quercy,FRA,1,46
saint maurice remens,FRA,1,01
saint maurice riches hommes,FRA,1,89
saint maurice riviere,FRA,1,71
saint maurice rotherens,FRA,1,73
saint maurice saint germain,FRA,1,28
saint maurice satonnay,FRA,1,71
saint maurice souterraine,FRA,1,23
saint maurice thizouaille,FRA,1,89
saint maurice trieves,FRA,1,38
saint maurice valgodemard,FRA,1,05
saint maurice vieil,FRA,1,89
saint maurice vingeanne,FRA,1,21
saint maurin,FRA,1,47
saint max,FRA,1,54
saint maxent,FRA,1,80
saint maximin sainte baume,FRA,1,83
saint maxire,FRA,1,79
saint may,FRA,1,26
saint mayeux,FRA,1,22
saint meard,FRA,1,87
saint meard drone,FRA,1,24
saint meard gurcon,FRA,1,24
saint medard aunis,FRA,1,17
saint medard canton barbezieux saint hilaire,FRA,1,16
saint medard excideuil,FRA,1,24
saint medard eyrans,FRA,1,33
saint medard forez,FRA,1,42
saint medard guizieres,FRA,1,33
saint medard ille,FRA,1,35
saint medard jalles,FRA,1,33
saint medard mussidan,FRA,1,24
saint medard nicourby,FRA,1,46
saint medard presque,FRA,1,46
saint medard rochette,FRA,1,23
saint meen,FRA,1,29
saint meen grand,FRA,1,35
saint melaine aubance,FRA,1,49
saint melany,FRA,1,07
saint meloir,FRA,1,22
saint meloir bois,FRA,1,22
saint meloir ondes,FRA,1,35
saint meme,FRA,1,16
saint meme carrieres,FRA,1,16
saint memmie,FRA,1,51
saint menge,FRA,1,88
saint menges,FRA,1,08
saint menoux,FRA,1,03
saint merd breuille,FRA,1,23
saint merd lapleau,FRA,1,19
saint merd oussines,FRA,1,19
saint mery,FRA,1,77
saint meslin bosc,FRA,1,27
saint mesmes,FRA,1,77
saint mexant,FRA,1,19
saint mezard,FRA,1,32
saint micaud,FRA,1,71
saint michel aurance,FRA,1,07
saint michel bannieres,FRA,1,46
saint michel beaumont,FRA,1,38
saint michel bois,FRA,1,62
saint michel boulogne,FRA,1,07
saint michel brenne,FRA,1,36
saint michel castelnau,FRA,1,33
saint michel caux,FRA,1,76
saint michel chabrillanoux,FRA,1,07
saint michel chaillol,FRA,1,05
saint michel chanveaux,FRA,1,49
saint michel chavaignes,FRA,1,72
saint michel chef chef,FRA,1,44
saint michel cloucq,FRA,1,85
saint michel deze,FRA,1,48
saint michel double,FRA,1,24
saint michel escalus,FRA,1,40
saint michel euzet,FRA,1,30
saint michel feins,FRA,1,53
saint michel foret,FRA,1,61
saint michel fronsac,FRA,1,33
saint michel greve,FRA,1,22
saint michel halescourt,FRA,1,76
saint michel herm,FRA,1,85
saint michel labadie,FRA,1,81
saint michel lanes,FRA,1,11
saint michel lapujade,FRA,1,33
saint michel llotes,FRA,1,66
saint michel loire,FRA,1,37
saint michel loubejou,FRA,1,46
saint michel maurienne,FRA,1,73
saint michel meurthe,FRA,1,88
saint michel montaigne,FRA,1,24
saint michel montjoie,FRA,1,50
saint michel observatoire,FRA,1,04
saint michel orge,FRA,1,91
saint michel pierre,FRA,1,50
saint michel plelan,FRA,1,22
saint michel portes,FRA,1,38
saint michel rhone,FRA,1,42
saint michel rieufret,FRA,1,33
saint michel roe,FRA,1,53
saint michel saint geoirs,FRA,1,38
saint michel savasse,FRA,1,26
saint michel ternoise,FRA,1,62
saint michel tuboeuf,FRA,1,61
saint michel vax,FRA,1,81
saint michel veisse,FRA,1,23
saint michel villadeix,FRA,1,24
saint michel volangis,FRA,1,18
saint mihiel,FRA,1,55
saint mitre,FRA,1,13
saint mitre remparts,FRA,1,13
saint molf,FRA,1,44
saint momelin,FRA,1,59
saint mont,FRA,1,32
saint montan,FRA,1,07
saint montant,FRA,1,07
saint more,FRA,1,89
saint moreil,FRA,1,23
saint morel,FRA,1,08
saint morillon,FRA,1,33
saint mury monteymond,FRA,1,38
saint myon,FRA,1,63
saint nabor,FRA,1,67
saint nabord,FRA,1,88
saint nabord aube,FRA,1,10
saint naixent,FRA,1,24
saint nauphary,FRA,1,82
saint nazaire aude,FRA,1,11
saint nazaire charente,FRA,1,17
saint nazaire desert,FRA,1,26
saint nazaire eymes,FRA,1,38
saint nazaire gardies,FRA,1,30
saint nazaire ladarez,FRA,1,34
saint nazaire pezan,FRA,1,34
saint nazaire royans,FRA,1,26
saint nazaire valentane,FRA,1,82
saint nectaire,FRA,1,63
saint nexans,FRA,1,24
saint nic,FRA,1,29
saint nicodeme,FRA,1,22
saint nicolas aliermont,FRA,1,76
saint nicolas balerme,FRA,1,47
saint nicolas biefs,FRA,1,03
saint nicolas bourgueil,FRA,1,37
saint nicolas citeaux,FRA,1,21
saint nicolas grave,FRA,1,82
saint nicolas haie,FRA,1,76
saint nicolas macherin,FRA,1,38
saint nicolas motets,FRA,1,37
saint nicolas pelem,FRA,1,22
saint nicolas pierrepont,FRA,1,50
saint nicolas port,FRA,1,54
saint nicolas redon,FRA,1,44
saint nicolas sommaire,FRA,1,61
saint nicolas taille,FRA,1,76
saint nicolas tertre,FRA,1,56
saint nizier arroux,FRA,1,71
saint nizier azergues,FRA,1,69
saint nizier bouchoux,FRA,1,01
saint nizier charlieu,FRA,1,42
saint nizier desert,FRA,1,01
saint nizier fornas,FRA,1,42
saint nizier moucherotte,FRA,1,38
saint nolff,FRA,1,56
saint nom breteche,FRA,1,78
saint offenge,FRA,1,73
saint offenge dessous,FRA,1,73
saint omer capelle,FRA,1,62
saint omer chaussee,FRA,1,60
saint ondras,FRA,1,38
saint onen chapelle,FRA,1,35
saint oradoux chirouze,FRA,1,23
saint oradoux pres crocq,FRA,1,23
saint orens,FRA,1,32
saint orens gameville,FRA,1,31
saint orens pouy petit,FRA,1,32
saint ost,FRA,1,32
saint osvin,FRA,1,50
saint ouen alleux,FRA,1,35
saint ouen attez,FRA,1,27
saint ouen aumone,FRA,1,95
saint ouen aunis,FRA,1,17
saint ouen bailly,FRA,1,76
saint ouen belin,FRA,1,72
saint ouen breuil,FRA,1,76
saint ouen brie,FRA,1,77
saint ouen brisoult,FRA,1,61
saint ouen champagne,FRA,1,72
saint ouen champs,FRA,1,27
saint ouen cour,FRA,1,61
saint ouen domprot,FRA,1,51
saint ouen gartempe,FRA,1,87
saint ouen iton,FRA,1,61
saint ouen loire,FRA,1,58
saint ouen marchefroy,FRA,1,28
saint ouen mauger,FRA,1,76
saint ouen mesnil oger,FRA,1,14
saint ouen mimbre,FRA,1,72
saint ouen morin,FRA,1,77
saint ouen parey,FRA,1,88
saint ouen pin,FRA,1,14
saint ouen pontcheuil,FRA,1,27
saint ouen rouerie,FRA,1,35
saint ouen secherouvre,FRA,1,61
saint ouen thene,FRA,1,17
saint ouen thouberville,FRA,1,27
saint ouen tilleul,FRA,1,27
saint ouen toits,FRA,1,53
saint ouen vallons,FRA,1,53
saint ouen vignes,FRA,1,37
saint oulph,FRA,1,10
saint outrille,FRA,1,18
saint ovin,FRA,1,50
saint oyen,FRA,1,73
saint pabu,FRA,1,29
saint paer,FRA,1,76
saint pair,FRA,1,14
saint pair mer,FRA,1,50
saint pal chalencon,FRA,1,43
saint pal mons,FRA,1,43
saint pal murs,FRA,1,43
saint pal senouire,FRA,1,43
saint palais mer,FRA,1,17
saint palais negrignac,FRA,1,17
saint palais phiolin,FRA,1,17
saint pancrasse,FRA,1,38
saint pancre,FRA,1,54
saint pandelon,FRA,1,40
saint pantaleon lapleau,FRA,1,19
saint pantaleon larche,FRA,1,19
saint pantaleon vignes,FRA,1,26
saint pantaly ans,FRA,1,24
saint pantaly excideuil,FRA,1,24
saint papoul,FRA,1,11
saint pardon conques,FRA,1,33
saint pardoult,FRA,1,17
saint pardoux arnet,FRA,1,23
saint pardoux breuil,FRA,1,47
saint pardoux cards,FRA,1,23
saint pardoux corbier,FRA,1,19
saint pardoux croisille,FRA,1,19
saint pardoux drone,FRA,1,24
saint pardoux isaac,FRA,1,47
saint pardoux lavaud,FRA,1,23
saint pardoux morterolles,FRA,1,23
saint pardoux ortigier,FRA,1,19
saint pardoux riviere,FRA,1,24
saint pardoux vielvic,FRA,1,24
saint pardoux vieux,FRA,1,19
saint pargoire,FRA,1,34
saint parize chatel,FRA,1,58
saint parize viry,FRA,1,58
saint parres tertres,FRA,1,10
saint parres vaudes,FRA,1,10
saint parthem,FRA,1,12
saint pastour,FRA,1,47
saint pastous,FRA,1,65
saint paterne,FRA,1,72
saint paterne racan,FRA,1,37
saint pathus,FRA,1,77
saint patrice,FRA,1,37
saint patrice claids,FRA,1,50
saint patrice desert,FRA,1,61
saint paul baise,FRA,1,32
saint paul born,FRA,1,40
saint paul cap joux,FRA,1,81
saint paul chablais,FRA,1,74
saint paul cornillon,FRA,1,42
saint paul coste,FRA,1,30
saint paul dax,FRA,1,40
saint paul durance,FRA,1,13
saint paul espis,FRA,1,82
saint paul fenouillet,FRA,1,66
saint paul flaugnac,FRA,1,46
saint paul fonts,FRA,1,30
saint paul foret,FRA,1,83
saint paul fourques,FRA,1,27
saint paul froid,FRA,1,48
saint paul gatine,FRA,1,79
saint paul gaultier,FRA,1,72
saint paul isere,FRA,1,73
saint paul izeaux,FRA,1,38
saint paul jarez,FRA,1,42
saint paul jarrat,FRA,1,09
saint paul jeune,FRA,1,07
saint paul landes,FRA,1,15
saint paul lizonne,FRA,1,24
saint paul monestier,FRA,1,38
saint paul mont penit,FRA,1,85
saint paul oueil,FRA,1,31
saint paul pareds,FRA,1,85
saint paul roche,FRA,1,24
saint paul romans,FRA,1,26
saint paul salers,FRA,1,15
saint paul save,FRA,1,31
saint paul serre,FRA,1,24
saint paul tartas,FRA,1,43
saint paul trois chateaux,FRA,1,26
saint paul ubaye,FRA,1,04
saint paul uzore,FRA,1,42
saint paul valmalle,FRA,1,34
saint paul varax,FRA,1,01
saint paul varces,FRA,1,38
saint paul vence,FRA,1,06
saint paul vern,FRA,1,46
saint paul vernay,FRA,1,14
saint paul vezelin,FRA,1,42
saint paulet,FRA,1,11
saint paulet caisson,FRA,1,30
saint paulien,FRA,1,43
saint pavace,FRA,1,72
saint pe,FRA,1,65
saint pe ardet,FRA,1,31
saint pe bigorre,FRA,1,65
saint pe delbosc,FRA,1,31
saint pe leren,FRA,1,64
saint pe saint simon,FRA,1,47
saint pee nivelle,FRA,1,64
saint peran,FRA,1,35
saint peravy colombe,FRA,1,45
saint peray,FRA,1,07
saint perdon,FRA,1,40
saint pere loire,FRA,1,45
saint pere retz,FRA,1,44
saint peregrin vannon,FRA,1,52
saint pereuse,FRA,1,58
saint pern,FRA,1,35
saint perreux,FRA,1,56
saint pever,FRA,1,22
saint pey armens,FRA,1,33
saint pey castets,FRA,1,33
saint phal,FRA,1,10
saint philbert boissey,FRA,1,27
saint philbert bouaine,FRA,1,85
saint philbert champs,FRA,1,14
saint philbert grand lieu,FRA,1,44
saint philbert orne,FRA,1,61
saint philbert peuple,FRA,1,49
saint philbert risle,FRA,1,27
saint philippe,FRA,1,974
saint philippe aiguille,FRA,1,33
saint philippe seignac,FRA,1,33
saint philippe seignal,FRA,1,33
saint piat,FRA,1,28
saint pierre aigle,FRA,1,02
saint pierre albigny,FRA,1,73
saint pierre allevard,FRA,1,38
saint pierre alvey,FRA,1,73
saint pierre amilly,FRA,1,17
saint pierre argencon,FRA,1,05
saint pierre arnes,FRA,1,08
saint pierre artheglise,FRA,1,50
saint pierre aubezies,FRA,1,32
saint pierre aurillac,FRA,1,33
saint pierre autils,FRA,1,27
saint pierre azif,FRA,1,14
saint pierre bailleul,FRA,1,27
saint pierre bat,FRA,1,33
saint pierre belleville,FRA,1,73
saint pierre bellevue,FRA,1,23
saint pierre benouville,FRA,1,76
saint pierre bitry,FRA,1,60
saint pierre boeuf,FRA,1,42
saint pierre bosguerard,FRA,1,27
saint pierre bost,FRA,1,23
saint pierre bourlhonne,FRA,1,63
saint pierre bressieux,FRA,1,38
saint pierre brouck,FRA,1,59
saint pierre bruyere,FRA,1,61
saint pierre bu,FRA,1,14
saint pierre buzet,FRA,1,47
saint pierre canivet,FRA,1,14
saint pierre cernieres,FRA,1,27
saint pierre champ,FRA,1,43
saint pierre chandieu,FRA,1,69
saint pierre chartreuse,FRA,1,38
saint pierre chastel,FRA,1,63
saint pierre chemin,FRA,1,85
saint pierre cherennes,FRA,1,38
saint pierre cherignat,FRA,1,23
saint pierre cheville,FRA,1,72
saint pierre chignac,FRA,1,24
saint pierre clairac,FRA,1,47
saint pierre colamine,FRA,1,63
saint pierre cole,FRA,1,24
saint pierre colombier,FRA,1,07
saint pierre cormeilles,FRA,1,27
saint pierre corps,FRA,1,37
saint pierre cour,FRA,1,53
saint pierre coutances,FRA,1,50
saint pierre curtille,FRA,1,73
saint pierre dechausselat,FRA,1,07
saint pierre dels forcats,FRA,1,66
saint pierre dives,FRA,1,14
saint pierre doux,FRA,1,07
saint pierre dropt,FRA,1,47
saint pierre echaubrognes,FRA,1,79
saint pierre eglise,FRA,1,50
saint pierre elbeuf,FRA,1,76
saint pierre erve,FRA,1,53
saint pierre etieux,FRA,1,18
saint pierre exideuil,FRA,1,86
saint pierre eynac,FRA,1,43
saint pierre eyraud,FRA,1,24
saint pierre fage,FRA,1,34
saint pierre faucigny,FRA,1,74
saint pierre fleurs,FRA,1,27
saint pierre franqueville,FRA,1,02
saint pierre fresne,FRA,1,14
saint pierre frugie,FRA,1,24
saint pierre fursac,FRA,1,23
saint pierre garenne,FRA,1,27
saint pierre genebroz,FRA,1,73
saint pierre ile,FRA,1,17
saint pierre irube,FRA,1,64
saint pierre isle,FRA,1,17
saint pierre jards,FRA,1,36
saint pierre jonquet,FRA,1,14
saint pierre jonquieres,FRA,1,76
saint pierre juillers,FRA,1,17
saint pierre lafeuille,FRA,1,46
saint pierre lages,FRA,1,31
saint pierre lamps,FRA,1,36
saint pierre landes,FRA,1,53
saint pierre langers,FRA,1,50
saint pierre laval,FRA,1,03
saint pierre lavis,FRA,1,76
saint pierre loges,FRA,1,61
saint pierre lorouer,FRA,1,72
saint pierre maille,FRA,1,86
saint pierre manneville,FRA,1,76
saint pierre mearoz,FRA,1,38
saint pierre mesage,FRA,1,38
saint pierre mezoargues,FRA,1,13
saint pierre mons,FRA,1,33
saint pierre moutier,FRA,1,58
saint pierre nemours,FRA,1,77
saint pierre nids,FRA,1,53
saint pierre noaille,FRA,1,42
saint pierre nogaret,FRA,1,48
saint pierre oleron,FRA,1,17
saint pierre ormes,FRA,1,72
saint pierre orthe,FRA,1,53
saint pierre palais,FRA,1,17
saint pierre palud,FRA,1,69
saint pierre perray,FRA,1,91
saint pierre plesguen,FRA,1,35
saint pierre port,FRA,1,76
saint pierre quiberon,FRA,1,56
saint pierre regard,FRA,1,61
saint pierre rumilly,FRA,1,74
saint pierre saint jean,FRA,1,07
saint pierre salerne,FRA,1,27
saint pierre semilly,FRA,1,50
saint pierre soucy,FRA,1,73
saint pierre toirac,FRA,1,46
saint pierre tripiers,FRA,1,48
saint pierre trivisy,FRA,1,81
saint pierre varengeville,FRA,1,76
saint pierre varennes,FRA,1,71
saint pierre vassols,FRA,1,84
saint pierre vauvray,FRA,1,27
saint pierre vaux,FRA,1,21
saint pierre vence,FRA,1,08
saint pierre viger,FRA,1,76
saint pierreville,FRA,1,07
saint pierrevillers,FRA,1,55
saint plaisir,FRA,1,03
saint plancard,FRA,1,31
saint planchers,FRA,1,50
saint plantaire,FRA,1,36
saint point,FRA,1,71
saint point lac,FRA,1,25
saint pois,FRA,1,50
saint poix,FRA,1,53
saint pol leon,FRA,1,29
saint pol ternoise,FRA,1,62
saint polgues,FRA,1,42
saint polycarpe,FRA,1,11
saint pompain,FRA,1,79
saint pompont,FRA,1,24
saint poncy,FRA,1,15
saint pons calm,FRA,1,30
saint pons mauchiens,FRA,1,34
saint pons thomieres,FRA,1,34
saint pont,FRA,1,03
saint porchaire,FRA,1,17
saint porquier,FRA,1,82
saint potan,FRA,1,22
saint pouange,FRA,1,10
saint pourcain besbre,FRA,1,03
saint pourcain sioule,FRA,1,03
saint prancher,FRA,1,88
saint prejet allier,FRA,1,43
saint prejet armandon,FRA,1,43
saint prest,FRA,1,28
saint preuil,FRA,1,16
saint priest aixe,FRA,1,87
saint priest andelot,FRA,1,03
saint priest bramefant,FRA,1,63
saint priest champs,FRA,1,63
saint priest feuille,FRA,1,23
saint priest fougeres,FRA,1,24
saint priest gimel,FRA,1,19
saint priest jarez,FRA,1,42
saint priest ligoure,FRA,1,87
saint priest marche,FRA,1,18
saint priest murat,FRA,1,03
saint priest palus,FRA,1,23
saint priest plaine,FRA,1,23
saint priest prugne,FRA,1,42
saint priest roche,FRA,1,42
saint priest taurion,FRA,1,87
saint priest vetre,FRA,1,42
saint prim,FRA,1,38
saint privat allier,FRA,1,43
saint privat champclos,FRA,1,30
saint privat dragon,FRA,1,43
saint privat fau,FRA,1,48
saint privat montagne,FRA,1,57
saint privat pres,FRA,1,24
saint privat vallongue,FRA,1,48
saint privat vieux,FRA,1,30
saint prix arnay,FRA,1,21
saint projet saint constant,FRA,1,16
saint projet salers,FRA,1,15
saint prouant,FRA,1,85
saint pryve saint mesmin,FRA,1,45
saint puy,FRA,1,32
saint python,FRA,1,59
saint quantin rancanne,FRA,1,17
saint quay perros,FRA,1,22
saint quay portrieux,FRA,1,22
saint quentin anges,FRA,1,53
saint quentin baron,FRA,1,33
saint quentin blavou,FRA,1,61
saint quentin caplong,FRA,1,33
saint quentin chabanne,FRA,1,23
saint quentin chalais,FRA,1,16
saint quentin chardonnets,FRA,1,61
saint quentin charente,FRA,1,16
saint quentin coole,FRA,1,51
saint quentin dropt,FRA,1,47
saint quentin fallavier,FRA,1,38
saint quentin homme,FRA,1,50
saint quentin indrois,FRA,1,37
saint quentin isere,FRA,1,38
saint quentin isles,FRA,1,27
saint quentin marais,FRA,1,51
saint quentin motte croix bailly,FRA,1,80
saint quentin nohain,FRA,1,58
saint quentin petit,FRA,1,08
saint quentin poterie,FRA,1,30
saint quentin pres,FRA,1,60
